record_id,title,author,date,subject,lcsh,resource_type,data_sources,language,origin,link,summary,download,format,objectid,filename
TK1936 P151,The Prisons (Amendment) Ordinance,,1936,prison; amendment; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; prison; prison administration; prison visits; prisons; jails; prisoner-of-war-camps; ___ prisons; prisons--Palestine--history-20th century; constitutional amendment; statutues and codes,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il//0/law/0_lsr_563845.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,89334385-88e9-4ffb-803e-20e00158d368,https://fs.knesset.gov.il//0/law/0_lsr_563845.PDF
BQL1867-1914 P152,Porte de Damas. - The Damascus gate.,,1867-1914,Jerusalem; Palestine; gate; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1940; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press; gates; gates--1900-1910; gates--1910-1920; gates--1930-1940; gates--1940-1950; gates--Palestine,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-9-21,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print mounted on board(album).",no,record,f2a51d7a-9cd9-4c58-9375-0f54c9b2674d,https://eap.bl.uk/item/EAP644-1-9-21
BQL1867-1914 P153,"Porte dorée, intérieur. - The golden gate, interior.",,1867-1914,Jerusalem; Palestine; gate; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1940; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press; gates; gates--1900-1910; gates--1910-1920; gates--1930-1940; gates--1940-1950; gates--Palestine,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-9-15,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print mounted on board(album).",no,record,8ae87c63-b0fc-44c0-a06f-ced0a57a8efa,https://eap.bl.uk/item/EAP644-1-9-15
BQL1867-1914 P154,Pierre de l'onction.,,1867-1914,Jerusalem; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-14-58,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print mounted on board(album).",yes,record,833c0168-75cc-4451-b3db-1aad26837298,https://eap.bl.uk/item/EAP644-1-14-58
BQL1867-1914 P155,Puits de Job (Bir-Ayoub). - The well of Job ( Bîr- Ayyûb) ,,1867-1914,Jerusalem; Palestine; well; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; wells; well water; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-20-57,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print mounted on board(album).",no,record,6000dc90-b4ff-4409-892d-9a91fa0af94b,https://eap.bl.uk/item/EAP644-1-20-57
BQL1867-1914 P156,Plaine de Génézar et la source de Aïn-el-Tin,,1867-1914,Tiberias; Palestine; land; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; land; land use; region; tiberias--history; tiberias (israel); tiberias (israel)--history; tiberias (israel)--maps,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-110,"PALESTINE, Tiberias. Physical Characteristics: Albumen print.",no,record,567c2b04-ec78-454e-a18a-59466eb56824,https://eap.bl.uk/item/EAP644-1-37-110
BQL1867-1914 P157,Panorama de Jérusalem pris de l'ouest n° 1 ,,1867-1914,Jerusalem; Palestine; building; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press; buildings; buildings--Palestine--history; buildings--israel,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-23,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print.",no,record,c5aa454f-781a-44ed-8b54-b3cc18167feb,https://eap.bl.uk/item/EAP644-1-36-23
BQL1867-1914 P158,"Porte dorée, extèrieur.- The golden gate, exterior",,1867-1914,Jerusalem; Palestine; gate; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press; gates; gates--1900-1910; gates--1910-1920; gates--1920-1930; gates--1930-1940; gates--1940-1950; gates--Palestine,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-110,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print.",no,record,d2a9b08d-97a6-40d2-9ee2-12751d9686b4,https://eap.bl.uk/item/EAP644-1-36-110
BQL1867-1914 P159,Plaine de Génézar et ruines de Khan Minieh,,1867-1914,Tiberias; Palestine; farming; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; tiberias--history; tiberias (israel); tiberias (israel)--history; tiberias (israel)--maps; farming; agriculture; farming and rural systems economics; farming--Palestine--1900-1930,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-111,"PALESTINE, Tiberias. Physical Characteristics: Albumen print.",no,record,d704fc67-591d-444d-85eb-5f39b718a607,https://eap.bl.uk/item/EAP644-1-37-111
BQL1876-1914 P160,Porte dorée,,1867-1914,Jerusalem; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-22-35,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print mounted on board(album).",no,record,0a0b4961-87fb-4c0e-9c2a-bb4547fb7501,https://eap.bl.uk/item/EAP644-1-22-35
BQL1867-1914 P161,Porte dorée (text facing image),,1867-1914,Jerusalem; Palestine; document; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; documents; archives; legal documents; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-22-34,"PALESTINE, Jerusalem. Physical Characteristics: Printed text on paper.",yes,record,19c35bb7-a23d-4a84-99d5-c77f189f75c6,https://eap.bl.uk/item/EAP644-1-22-34
BQL1867-1914 P162,Passage d'un train à Der-Aban,,1867-1914,Ramla; Palestine; train; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; ramallah; trains railraod; railroad trains,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-22," PALESTINE, Ramla. Physical Characteristics: Albumen print.",yes,record,9026578f-1d90-4311-9872-56e0dc3e9b11,https://eap.bl.uk/item/EAP644-1-36-22
BQL1867-1914 P163,"Panorama de Jérusalem, pris du nord",,1867-1914,Jerusalem; Palestine; city; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; cities; cities & towns-Palestine--1930-1940; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-13-6,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print mounted on board(album).",no,record,1c62ffb6-95c1-4b5a-84a0-6cd282015693,https://eap.bl.uk/item/EAP644-1-13-6
BQL1867-1914 P164,Porte donnant accès au-dessus du rocher.- gate leading ender the Rock,,1867-1914,Jerusalem; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-88,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print.",yes,record,f2d72d0b-4e1f-4cbe-911b-779e43275010,https://eap.bl.uk/item/EAP644-1-36-88
BQL1867-1914 P165,Porte de la prison de St. Pierre. - Gate of the prison of St Peter,,1867-1914,Jerusalem; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-32,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print.",no,record,61ed5c02-06f9-40ce-afe3-e8be874eba96,https://eap.bl.uk/item/EAP644-1-36-32
BQL1867-1914 P166,"""Pierre de l'onction, Saint-Sépulcre",,1867-1914,Jerusalem; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-13-15,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print mounted on board(album).",yes,record,2b183bb3-7c26-4583-a62d-c40a871af65d,https://eap.bl.uk/item/EAP644-1-13-15
BQL1867-1914 P167,"Plaine d'El-Fouleh, où fut livrée la bataille du Mont Tabor.",,1867-1914,Palestine; land; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; land; land use; region,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-92,"PALESTINE, Mount Tabor. Physical Characteristics: Albumen print.",no,record,2d386499-5a8c-4a02-a0fa-3baf106fadf8,https://eap.bl.uk/item/EAP644-1-37-92
BQL1867-1914 P168,Porte de Damas,,1867-1914,Jerusalem; Palestine; building; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press; buildings; buildings--Palestine--history; buildings--israel,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-13-5,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print mounted on board(album).",yes,record,740030cd-1178-4e3c-9205-3dd6f8dc6a06,https://eap.bl.uk/item/EAP644-1-13-5
BQL1867-1914 P169,"Panorama de Jérusalem pris de l'ouest n°2. - Panorama of Jérusalem, from the west n° 2 ",,1867-1914,Jerusalem; Palestine; city; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; cities; cities & towns-Palestine--1930-1940; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-24,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print.",yes,record,3f934f35-bcdd-4ed0-94f2-938914e33a88,https://eap.bl.uk/item/EAP644-1-36-24
BQL1867-1914 P170,Pont romain de Lydda. - Roman bridgeat Lydda,,1867-1914,Lod; Palestine; bridge; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; bridges; _____ bridges; Lod (israel); Lod (israel)--boundaries; Lod (israel)--1930-1940; Lod (israel)--history; Lod (israel)--maps; Lod (israel)--politics and government,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-17,"PALESTINE, Lod. Physical Characteristics: Albumen print.",yes,record,efe98603-189d-41a0-a26d-649643e4b625,https://eap.bl.uk/item/EAP644-1-36-17
BQL1867-1914 P171,"Panorama von Bethlehem, Panorama de Bethlehem, Panorama of Bethlehem",,1867-1914,Bethlehem; Palestine; land; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; land; land use; region; Bethlehem; Bethlehem--1900-1940; Bethlehem--1900-1950,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-33-17,"PALESTINE, Bethlehem. Physical Characteristics: Phototypie (photographic reproduction)",yes,record,18e1ece8-c2a5-49bd-a55e-abc9bdefc16d,https://eap.bl.uk/item/EAP644-1-33-17
BQL1867-1914 P172,Passage d'un train à la station de Sejed,,1867-1914,Ramla; Palestine; train; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; ramallah; trains railraod; railroad trains,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-21,"PALESTINE, Ramla. Physical Characteristics: Albumen print.",no,record,92c92af1-291d-4034-991e-653358a13ed8,https://eap.bl.uk/item/EAP644-1-36-21
BQL1867-1914 P173,Pierre de l'onction. - The Stone of the Onction,,1867-1914,Jerusalem; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-64,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print.",no,record,c9426d3c-2948-4220-b4c6-aaec47bfc7a0,https://eap.bl.uk/item/EAP644-1-36-64
BQL1867-1914 P174,Pont du le Jourdain.- Bridge on the Jordan.,,1867-1914,Jordan; river; Palestine; bridge; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; bridges; _____ bridges; jordan river; jordan river--1910-1920; jordan river--1930-1950; jordan river region--history,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-33,"PALESTINE, River Jordan. Physical Characteristics: Albumen print.",yes,record,686caeb4-2009-473a-b3e7-37dac5f9dd84,https://eap.bl.uk/item/EAP644-1-37-33
BQL1867-1914 P175,Pierre de l'onction. - The Stone of the Onction ,,1867-1914,Jerusalem; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-64,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print.",no,record,9d721324-a067-4866-9e6f-4a7dcdc68af9,https://eap.bl.uk/item/EAP644-1-36-64
Tk1936 P176,The Police (Amendment) Ordinance,,1936,police; amendment; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; police; border patrol; ____ police; Jewish police officers; military police; detectives; police--Palestine; police--Palestine--history; police--Palestine--history--20th century; constitutional amendment; statutes and codes,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il//0/law/0_lsr_563890.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,7199c7be-40bb-4894-bf95-a2fe85609d83,https://fs.knesset.gov.il//0/law/0_lsr_563890.PDF
