record_id,title,author,date,subject,lcsh,resource_type,data_sources,language,origin,link,summary,download,format,objectid,filename
NLIN1932 P2610,La Palestine Newspaper,,9/18/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/18/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,c830cfb3-5c73-4883-91d3-1cd308e5becf,https://www.nli.org.il/ar/newspapers/falastin/1932/09/18/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2611,La Palestine Newspaper,,9/20/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/20/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,7ea75c92-5efa-498c-903f-a41ab8ba9f1c,https://www.nli.org.il/ar/newspapers/falastin/1932/09/20/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2612,La Palestine Newspaper,,9/21/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/21/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,ec70b30c-aa29-49d7-b59f-e8e3803c0180,https://www.nli.org.il/ar/newspapers/falastin/1932/09/21/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2613,La Palestine Newspaper,,9/22/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/22/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,97077262-e090-4fb2-8676-4f87078a7a0a,https://www.nli.org.il/ar/newspapers/falastin/1932/09/22/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2614,La Palestine Newspaper,,9/23/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/23/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,ba278b3b-249d-4739-a59c-7052e4d83541,https://www.nli.org.il/ar/newspapers/falastin/1932/09/23/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2615,La Palestine Newspaper,,9/24/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/24/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,25ea3164-152b-4cb6-bffc-e5fd8a731b51,https://www.nli.org.il/ar/newspapers/falastin/1932/09/24/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2616,La Palestine Newspaper,,9/25/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/25/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,38f33aef-969c-4abc-acb4-7b5545cac733,https://www.nli.org.il/ar/newspapers/falastin/1932/09/25/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2617,La Palestine Newspaper,,9/27/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/27/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,eccaccec-874d-4a90-b281-111b5e624762,https://www.nli.org.il/ar/newspapers/falastin/1932/09/27/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2618,La Palestine Newspaper,,9/28/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/28/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,95eb6b9c-609f-4f2f-ba79-d13e93d5d05e,https://www.nli.org.il/ar/newspapers/falastin/1932/09/28/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2619,La Palestine Newspaper,,9/29/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/29/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,39f9f507-4bb7-48ec-a566-935c03f8b3f8,https://www.nli.org.il/ar/newspapers/falastin/1932/09/29/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2620,La Palestine Newspaper,,9/30/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/30/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,9d342e20-99d9-4f07-874a-66278c4f7b8f,https://www.nli.org.il/ar/newspapers/falastin/1932/09/30/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2621,La Palestine Newspaper,,10/1/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/10/01/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,a5928b8a-f722-4499-bb55-636b4110d930,https://www.nli.org.il/ar/newspapers/falastin/1932/10/01/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2622,La Palestine Newspaper,,10/2/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/10/02/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,ca710489-b585-4169-bb50-a4e2f6c73a30,https://www.nli.org.il/ar/newspapers/falastin/1932/10/02/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2623,La Palestine Newspaper,,10/4/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/10/04/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,ad44fb45-b685-41d4-a3ee-54ebbe1e4a18,https://www.nli.org.il/ar/newspapers/falastin/1932/10/04/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2624,La Palestine Newspaper,,10/5/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/10/05/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,eb5c7441-d597-41f8-a0d7-bb8ac7f25c9a,https://www.nli.org.il/ar/newspapers/falastin/1932/10/05/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2625,La Palestine Newspaper,,10/6/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/10/06/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,41422d09-7d25-487a-aec3-522dab291fe4,https://www.nli.org.il/ar/newspapers/falastin/1932/10/06/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2626,La Palestine Newspaper,,10/7/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/10/07/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,d9018755-901f-4c9a-9eda-4755e25f31fb,https://www.nli.org.il/ar/newspapers/falastin/1932/10/07/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2627,La Palestine Newspaper,,10/8/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/10/08/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,247f7492-5ba6-4623-aca7-ef867b231e69,https://www.nli.org.il/ar/newspapers/falastin/1932/10/08/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
